date,program_type,vacancies_per_day,beds_per_day,percent_vacant_per_day,year,month,day,percent_occupied_per_day
2020-05-29,Crisis Shelters,81,258,31.4,2020,5,29,68.6
2020-05-29,Transitional Independent Living (HYA),2,25,8,2020,5,29,92
2020-05-29,Transitional Independent Living (TIL),73,494,14.78,2020,5,29,85.22
2020-05-30,Crisis Shelters,82,258,31.78,2020,5,30,68.22
2020-05-30,Transitional Independent Living (HYA),2,25,8,2020,5,30,92
2020-05-30,Transitional Independent Living (TIL),73,494,14.78,2020,5,30,85.22
2020-05-31,Crisis Shelters,78,258,30.23,2020,5,31,69.77
2020-05-31,Transitional Independent Living (HYA),2,25,8,2020,5,31,92
2020-05-31,Transitional Independent Living (TIL),73,494,14.78,2020,5,31,85.22
2020-06-01,Crisis Shelters,85,258,32.95,2020,6,1,67.05
2020-06-01,Transitional Independent Living (HYA),4,25,16,2020,6,1,84
2020-06-01,Transitional Independent Living (TIL),70,494,14.17,2020,6,1,85.83
2020-06-02,Crisis Shelters,83,258,32.17,2020,6,2,67.83
2020-06-02,Transitional Independent Living (HYA),3,25,12,2020,6,2,88
2020-06-02,Transitional Independent Living (TIL),72,494,14.57,2020,6,2,85.43
2020-06-03,Crisis Shelters,80,258,31.01,2020,6,3,68.99
2020-06-03,Transitional Independent Living (HYA),3,25,12,2020,6,3,88
2020-06-03,Transitional Independent Living (TIL),71,494,14.37,2020,6,3,85.63
2020-06-04,Crisis Shelters,83,258,32.17,2020,6,4,67.83
2020-06-04,Transitional Independent Living (HYA),2,25,8,2020,6,4,92
2020-06-04,Transitional Independent Living (TIL),71,494,14.37,2020,6,4,85.63
2020-06-05,Crisis Shelters,82,258,31.78,2020,6,5,68.22
2020-06-05,Transitional Independent Living (HYA),2,25,8,2020,6,5,92
2020-06-05,Transitional Independent Living (TIL),73,494,14.78,2020,6,5,85.22
2020-06-06,Crisis Shelters,82,258,31.78,2020,6,6,68.22
2020-06-06,Transitional Independent Living (HYA),2,25,8,2020,6,6,92
2020-06-06,Transitional Independent Living (TIL),73,494,14.78,2020,6,6,85.22
2020-06-07,Crisis Shelters,84,258,32.56,2020,6,7,67.44
2020-06-07,Transitional Independent Living (HYA),2,25,8,2020,6,7,92
2020-06-07,Transitional Independent Living (TIL),79,494,15.99,2020,6,7,84.01
2020-06-08,Crisis Shelters,77,258,29.84,2020,6,8,70.16
2020-06-08,Transitional Independent Living (HYA),2,25,8,2020,6,8,92
2020-06-08,Transitional Independent Living (TIL),81,494,16.4,2020,6,8,83.6
2020-06-09,Crisis Shelters,85,258,32.95,2020,6,9,67.05
2020-06-09,Transitional Independent Living (HYA),2,25,8,2020,6,9,92
2020-06-09,Transitional Independent Living (TIL),76,494,15.38,2020,6,9,84.62
2020-06-10,Crisis Shelters,81,258,31.4,2020,6,10,68.6
2020-06-10,Transitional Independent Living (HYA),1,25,4,2020,6,10,96
2020-06-10,Transitional Independent Living (TIL),76,494,15.38,2020,6,10,84.62
2020-06-11,Crisis Shelters,90,258,34.88,2020,6,11,65.12
2020-06-11,Transitional Independent Living (HYA),1,25,4,2020,6,11,96
2020-06-11,Transitional Independent Living (TIL),77,494,15.59,2020,6,11,84.41
2020-06-12,Crisis Shelters,97,258,37.6,2020,6,12,62.4
2020-06-12,Transitional Independent Living (HYA),1,25,4,2020,6,12,96
2020-06-12,Transitional Independent Living (TIL),78,494,15.79,2020,6,12,84.21000000000001
2020-06-13,Crisis Shelters,95,258,36.82,2020,6,13,63.18
2020-06-13,Transitional Independent Living (HYA),1,25,4,2020,6,13,96
2020-06-13,Transitional Independent Living (TIL),82,494,16.6,2020,6,13,83.4
2020-06-14,Crisis Shelters,95,258,36.82,2020,6,14,63.18
2020-06-14,Transitional Independent Living (HYA),1,25,4,2020,6,14,96
2020-06-14,Transitional Independent Living (TIL),82,494,16.6,2020,6,14,83.4
2020-06-15,Crisis Shelters,99,258,38.37,2020,6,15,61.63
2020-06-15,Transitional Independent Living (HYA),1,25,4,2020,6,15,96
2020-06-15,Transitional Independent Living (TIL),84,494,17,2020,6,15,83
2020-06-16,Crisis Shelters,92,258,35.66,2020,6,16,64.34
2020-06-16,Transitional Independent Living (HYA),1,25,4,2020,6,16,96
2020-06-16,Transitional Independent Living (TIL),86,494,17.41,2020,6,16,82.59
2020-06-17,Crisis Shelters,93,258,36.05,2020,6,17,63.95
2020-06-17,Transitional Independent Living (HYA),1,25,4,2020,6,17,96
2020-06-17,Transitional Independent Living (TIL),90,494,18.22,2020,6,17,81.78
2020-06-18,Crisis Shelters,94,258,36.43,2020,6,18,63.57
2020-06-18,Transitional Independent Living (HYA),1,25,4,2020,6,18,96
2020-06-18,Transitional Independent Living (TIL),91,494,18.42,2020,6,18,81.58
2020-06-19,Crisis Shelters,100,258,38.76,2020,6,19,61.24
2020-06-19,Transitional Independent Living (HYA),1,25,4,2020,6,19,96
2020-06-19,Transitional Independent Living (TIL),91,494,18.42,2020,6,19,81.58
2020-06-20,Crisis Shelters,97,258,37.6,2020,6,20,62.4
2020-06-20,Transitional Independent Living (HYA),1,25,4,2020,6,20,96
2020-06-20,Transitional Independent Living (TIL),90,494,18.22,2020,6,20,81.78
2020-06-21,Crisis Shelters,103,258,39.92,2020,6,21,60.08
2020-06-21,Transitional Independent Living (HYA),2,25,8,2020,6,21,92
2020-06-21,Transitional Independent Living (TIL),91,494,18.42,2020,6,21,81.58
2020-06-22,Crisis Shelters,106,258,41.09,2020,6,22,58.91
2020-06-22,Transitional Independent Living (HYA),2,25,8,2020,6,22,92
2020-06-22,Transitional Independent Living (TIL),94,494,19.03,2020,6,22,80.97
2020-06-23,Crisis Shelters,99,258,38.37,2020,6,23,61.63
2020-06-23,Transitional Independent Living (HYA),2,25,8,2020,6,23,92
2020-06-23,Transitional Independent Living (TIL),96,494,19.43,2020,6,23,80.57
2020-06-24,Crisis Shelters,97,258,37.6,2020,6,24,62.4
2020-06-24,Transitional Independent Living (HYA),2,25,8,2020,6,24,92
2020-06-24,Transitional Independent Living (TIL),97,494,19.64,2020,6,24,80.36
2020-06-25,Crisis Shelters,96,258,37.21,2020,6,25,62.79
2020-06-25,Transitional Independent Living (HYA),2,25,8,2020,6,25,92
2020-06-25,Transitional Independent Living (TIL),99,494,20.04,2020,6,25,79.96000000000001
2020-06-26,Crisis Shelters,99,258,38.37,2020,6,26,61.63
2020-06-26,Transitional Independent Living (HYA),2,25,8,2020,6,26,92
2020-06-26,Transitional Independent Living (TIL),97,494,19.64,2020,6,26,80.36
2020-06-27,Crisis Shelters,100,258,38.76,2020,6,27,61.24
2020-06-27,Transitional Independent Living (HYA),2,25,8,2020,6,27,92
2020-06-27,Transitional Independent Living (TIL),97,494,19.64,2020,6,27,80.36
2020-06-28,Crisis Shelters,101,258,39.15,2020,6,28,60.85
2020-06-28,Transitional Independent Living (HYA),2,25,8,2020,6,28,92
2020-06-28,Transitional Independent Living (TIL),99,494,20.04,2020,6,28,79.96000000000001
2020-06-29,Crisis Shelters,98,258,37.98,2020,6,29,62.02
2020-06-29,Transitional Independent Living (HYA),2,25,8,2020,6,29,92
2020-06-29,Transitional Independent Living (TIL),98,494,19.84,2020,6,29,80.16
2020-06-30,Crisis Shelters,97,258,37.6,2020,6,30,62.4
2020-06-30,Transitional Independent Living (HYA),4,25,16,2020,6,30,84
2020-06-30,Transitional Independent Living (TIL),101,494,20.45,2020,6,30,79.55
2020-07-01,Crisis Shelters,89,258,34.5,2020,7,1,65.5
2020-07-01,Transitional Independent Living (HYA),3,25,12,2020,7,1,88
2020-07-01,Transitional Independent Living (TIL),99,494,20.04,2020,7,1,79.96000000000001
2020-07-02,Crisis Shelters,97,258,37.6,2020,7,2,62.4
2020-07-02,Transitional Independent Living (HYA),3,25,12,2020,7,2,88
2020-07-02,Transitional Independent Living (TIL),103,494,20.85,2020,7,2,79.15
2020-07-03,Crisis Shelters,94,258,36.43,2020,7,3,63.57
2020-07-03,Transitional Independent Living (HYA),3,25,12,2020,7,3,88
2020-07-03,Transitional Independent Living (TIL),103,494,20.85,2020,7,3,79.15
2020-07-04,Crisis Shelters,97,258,37.6,2020,7,4,62.4
2020-07-04,Transitional Independent Living (HYA),3,25,12,2020,7,4,88
2020-07-04,Transitional Independent Living (TIL),105,494,21.26,2020,7,4,78.74
2020-07-05,Crisis Shelters,105,258,40.7,2020,7,5,59.3
2020-07-05,Transitional Independent Living (HYA),4,25,16,2020,7,5,84
2020-07-05,Transitional Independent Living (TIL),108,494,21.86,2020,7,5,78.14
2020-07-06,Crisis Shelters,107,258,41.47,2020,7,6,58.53
2020-07-06,Transitional Independent Living (HYA),4,25,16,2020,7,6,84
2020-07-06,Transitional Independent Living (TIL),112,494,22.67,2020,7,6,77.33
2020-07-07,Crisis Shelters,104,258,40.31,2020,7,7,59.69
2020-07-07,Transitional Independent Living (HYA),5,25,20,2020,7,7,80
2020-07-07,Transitional Independent Living (TIL),110,494,22.27,2020,7,7,77.73
2020-07-08,Crisis Shelters,103,258,39.92,2020,7,8,60.08
2020-07-08,Transitional Independent Living (HYA),5,25,20,2020,7,8,80
2020-07-08,Transitional Independent Living (TIL),115,494,23.28,2020,7,8,76.72
2020-07-09,Crisis Shelters,103,258,39.92,2020,7,9,60.08
2020-07-09,Transitional Independent Living (HYA),5,25,20,2020,7,9,80
2020-07-09,Transitional Independent Living (TIL),111,494,22.47,2020,7,9,77.53
2020-07-10,Crisis Shelters,101,258,39.15,2020,7,10,60.85
2020-07-10,Transitional Independent Living (HYA),5,25,20,2020,7,10,80
2020-07-10,Transitional Independent Living (TIL),112,494,22.67,2020,7,10,77.33
2020-07-11,Crisis Shelters,103,258,39.92,2020,7,11,60.08
2020-07-11,Transitional Independent Living (HYA),5,25,20,2020,7,11,80
2020-07-11,Transitional Independent Living (TIL),114,494,23.08,2020,7,11,76.92
2020-07-12,Crisis Shelters,105,258,40.7,2020,7,12,59.3
2020-07-12,Transitional Independent Living (HYA),5,25,20,2020,7,12,80
2020-07-12,Transitional Independent Living (TIL),115,494,23.28,2020,7,12,76.72
2020-07-13,Crisis Shelters,96,258,37.21,2020,7,13,62.79
2020-07-13,Transitional Independent Living (HYA),3,25,12,2020,7,13,88
2020-07-13,Transitional Independent Living (TIL),123,494,24.9,2020,7,13,75.1
2020-07-14,Crisis Shelters,90,258,34.88,2020,7,14,65.12
2020-07-14,Transitional Independent Living (HYA),3,25,12,2020,7,14,88
2020-07-14,Transitional Independent Living (TIL),125,494,25.3,2020,7,14,74.7
2020-07-15,Crisis Shelters,90,258,34.88,2020,7,15,65.12
2020-07-15,Transitional Independent Living (HYA),4,25,16,2020,7,15,84
2020-07-15,Transitional Independent Living (TIL),126,494,25.51,2020,7,15,74.49
2020-07-16,Crisis Shelters,87,258,33.72,2020,7,16,66.28
2020-07-16,Transitional Independent Living (HYA),4,25,16,2020,7,16,84
2020-07-16,Transitional Independent Living (TIL),129,494,26.11,2020,7,16,73.89
2020-07-17,Crisis Shelters,88,258,34.11,2020,7,17,65.89
2020-07-17,Transitional Independent Living (HYA),4,25,16,2020,7,17,84
2020-07-17,Transitional Independent Living (TIL),129,494,26.11,2020,7,17,73.89
2020-07-18,Crisis Shelters,89,258,34.5,2020,7,18,65.5
2020-07-18,Transitional Independent Living (HYA),4,25,16,2020,7,18,84
2020-07-18,Transitional Independent Living (TIL),129,494,26.11,2020,7,18,73.89
2020-07-19,Crisis Shelters,92,258,35.66,2020,7,19,64.34
2020-07-19,Transitional Independent Living (HYA),4,25,16,2020,7,19,84
2020-07-19,Transitional Independent Living (TIL),128,494,25.91,2020,7,19,74.09
2020-07-20,Crisis Shelters,97,258,37.6,2020,7,20,62.4
2020-07-20,Transitional Independent Living (HYA),4,25,16,2020,7,20,84
2020-07-20,Transitional Independent Living (TIL),124,494,25.1,2020,7,20,74.9
2020-07-21,Crisis Shelters,99,258,38.37,2020,7,21,61.63
2020-07-21,Transitional Independent Living (HYA),4,25,16,2020,7,21,84
2020-07-21,Transitional Independent Living (TIL),118,494,23.89,2020,7,21,76.11
2020-07-22,Crisis Shelters,98,258,37.98,2020,7,22,62.02
2020-07-22,Transitional Independent Living (HYA),3,25,12,2020,7,22,88
2020-07-22,Transitional Independent Living (TIL),118,494,23.89,2020,7,22,76.11
2020-07-23,Crisis Shelters,96,258,37.21,2020,7,23,62.79
2020-07-23,Transitional Independent Living (HYA),3,25,12,2020,7,23,88
2020-07-23,Transitional Independent Living (TIL),118,494,23.89,2020,7,23,76.11
2020-07-24,Crisis Shelters,91,258,35.27,2020,7,24,64.72999999999999
2020-07-24,Transitional Independent Living (HYA),3,25,12,2020,7,24,88
2020-07-24,Transitional Independent Living (TIL),115,494,23.28,2020,7,24,76.72
2020-07-25,Crisis Shelters,90,258,34.88,2020,7,25,65.12
2020-07-25,Transitional Independent Living (HYA),3,25,12,2020,7,25,88
2020-07-25,Transitional Independent Living (TIL),114,494,23.08,2020,7,25,76.92
2020-07-26,Crisis Shelters,89,258,34.5,2020,7,26,65.5
2020-07-26,Transitional Independent Living (HYA),3,25,12,2020,7,26,88
2020-07-26,Transitional Independent Living (TIL),116,494,23.48,2020,7,26,76.52
2020-07-27,Crisis Shelters,85,258,32.95,2020,7,27,67.05
2020-07-27,Transitional Independent Living (HYA),2,25,8,2020,7,27,92
2020-07-27,Transitional Independent Living (TIL),118,494,23.89,2020,7,27,76.11
2020-07-28,Crisis Shelters,85,258,32.95,2020,7,28,67.05
2020-07-28,Transitional Independent Living (HYA),2,25,8,2020,7,28,92
2020-07-28,Transitional Independent Living (TIL),114,494,23.08,2020,7,28,76.92
2020-07-29,Crisis Shelters,82,258,31.78,2020,7,29,68.22
2020-07-29,Transitional Independent Living (HYA),3,25,12,2020,7,29,88
2020-07-29,Transitional Independent Living (TIL),113,494,22.87,2020,7,29,77.13
2020-07-30,Crisis Shelters,77,258,29.84,2020,7,30,70.16
2020-07-30,Transitional Independent Living (HYA),3,25,12,2020,7,30,88
2020-07-30,Transitional Independent Living (TIL),115,494,23.28,2020,7,30,76.72
2020-07-31,Crisis Shelters,82,258,31.78,2020,7,31,68.22
2020-07-31,Transitional Independent Living (HYA),3,25,12,2020,7,31,88
2020-07-31,Transitional Independent Living (TIL),114,494,23.08,2020,7,31,76.92
2020-08-01,Crisis Shelters,88,258,34.11,2020,8,1,65.89
2020-08-01,Transitional Independent Living (HYA),3,25,12,2020,8,1,88
2020-08-01,Transitional Independent Living (TIL),113,494,22.87,2020,8,1,77.13
2020-08-02,Crisis Shelters,83,258,32.17,2020,8,2,67.83
2020-08-02,Transitional Independent Living (HYA),3,25,12,2020,8,2,88
2020-08-02,Transitional Independent Living (TIL),114,494,23.08,2020,8,2,76.92
2020-08-03,Crisis Shelters,78,258,30.23,2020,8,3,69.77
2020-08-03,Transitional Independent Living (HYA),3,25,12,2020,8,3,88
2020-08-03,Transitional Independent Living (TIL),114,494,23.08,2020,8,3,76.92
2020-08-04,Crisis Shelters,80,258,31.01,2020,8,4,68.99
2020-08-04,Transitional Independent Living (HYA),3,25,12,2020,8,4,88
2020-08-04,Transitional Independent Living (TIL),118,494,23.89,2020,8,4,76.11
2020-08-05,Crisis Shelters,78,258,30.23,2020,8,5,69.77
2020-08-05,Transitional Independent Living (HYA),2,25,8,2020,8,5,92
2020-08-05,Transitional Independent Living (TIL),117,494,23.68,2020,8,5,76.32
2020-08-06,Crisis Shelters,78,258,30.23,2020,8,6,69.77
2020-08-06,Transitional Independent Living (HYA),2,25,8,2020,8,6,92
2020-08-06,Transitional Independent Living (TIL),116,494,23.48,2020,8,6,76.52
2020-08-07,Crisis Shelters,81,258,31.4,2020,8,7,68.6
2020-08-07,Transitional Independent Living (HYA),2,25,8,2020,8,7,92
2020-08-07,Transitional Independent Living (TIL),114,494,23.08,2020,8,7,76.92
2020-08-08,Crisis Shelters,80,258,31.01,2020,8,8,68.99
2020-08-08,Transitional Independent Living (HYA),2,25,8,2020,8,8,92
2020-08-08,Transitional Independent Living (TIL),114,494,23.08,2020,8,8,76.92
2020-08-09,Crisis Shelters,83,258,32.17,2020,8,9,67.83
2020-08-09,Transitional Independent Living (HYA),3,25,12,2020,8,9,88
2020-08-09,Transitional Independent Living (TIL),113,494,22.87,2020,8,9,77.13
2020-08-10,Crisis Shelters,81,258,31.4,2020,8,10,68.6
2020-08-10,Transitional Independent Living (HYA),3,25,12,2020,8,10,88
2020-08-10,Transitional Independent Living (TIL),112,494,22.67,2020,8,10,77.33
2020-08-11,Crisis Shelters,82,258,31.78,2020,8,11,68.22
2020-08-11,Transitional Independent Living (HYA),3,25,12,2020,8,11,88
2020-08-11,Transitional Independent Living (TIL),110,494,22.27,2020,8,11,77.73
2020-08-12,Crisis Shelters,80,258,31.01,2020,8,12,68.99
2020-08-12,Transitional Independent Living (HYA),3,25,12,2020,8,12,88
2020-08-12,Transitional Independent Living (TIL),113,494,22.87,2020,8,12,77.13
2020-08-13,Crisis Shelters,83,258,32.17,2020,8,13,67.83
2020-08-13,Transitional Independent Living (HYA),2,25,8,2020,8,13,92
2020-08-13,Transitional Independent Living (TIL),119,494,24.09,2020,8,13,75.91
2020-08-14,Crisis Shelters,83,258,32.17,2020,8,14,67.83
2020-08-14,Transitional Independent Living (HYA),2,25,8,2020,8,14,92
2020-08-14,Transitional Independent Living (TIL),118,494,23.89,2020,8,14,76.11
2020-08-15,Crisis Shelters,96,258,37.21,2020,8,15,62.79
2020-08-15,Transitional Independent Living (HYA),2,25,8,2020,8,15,92
2020-08-15,Transitional Independent Living (TIL),119,494,24.09,2020,8,15,75.91
2020-08-16,Crisis Shelters,95,258,36.82,2020,8,16,63.18
2020-08-16,Transitional Independent Living (HYA),2,25,8,2020,8,16,92
2020-08-16,Transitional Independent Living (TIL),120,494,24.29,2020,8,16,75.71000000000001
2020-08-17,Crisis Shelters,95,258,36.82,2020,8,17,63.18
2020-08-17,Transitional Independent Living (HYA),2,25,8,2020,8,17,92
2020-08-17,Transitional Independent Living (TIL),118,494,23.89,2020,8,17,76.11
2020-08-18,Crisis Shelters,88,258,34.11,2020,8,18,65.89
2020-08-18,Transitional Independent Living (HYA),2,25,8,2020,8,18,92
2020-08-18,Transitional Independent Living (TIL),118,494,23.89,2020,8,18,76.11
2020-08-19,Crisis Shelters,89,258,34.5,2020,8,19,65.5
2020-08-19,Transitional Independent Living (HYA),3,25,12,2020,8,19,88
2020-08-19,Transitional Independent Living (TIL),116,494,23.48,2020,8,19,76.52
2020-08-20,Crisis Shelters,87,258,33.72,2020,8,20,66.28
2020-08-20,Transitional Independent Living (HYA),2,25,8,2020,8,20,92
2020-08-20,Transitional Independent Living (TIL),117,494,23.68,2020,8,20,76.32
2020-08-21,Crisis Shelters,91,258,35.27,2020,8,21,64.72999999999999
2020-08-21,Transitional Independent Living (HYA),1,25,4,2020,8,21,96
2020-08-21,Transitional Independent Living (TIL),116,494,23.48,2020,8,21,76.52
2020-08-22,Crisis Shelters,94,258,36.43,2020,8,22,63.57
2020-08-22,Transitional Independent Living (HYA),1,25,4,2020,8,22,96
2020-08-22,Transitional Independent Living (TIL),118,494,23.89,2020,8,22,76.11
2020-08-23,Crisis Shelters,96,258,37.21,2020,8,23,62.79
2020-08-23,Transitional Independent Living (HYA),1,25,4,2020,8,23,96
2020-08-23,Transitional Independent Living (TIL),118,494,23.89,2020,8,23,76.11
2020-08-24,Crisis Shelters,95,258,36.82,2020,8,24,63.18
2020-08-24,Transitional Independent Living (HYA),1,25,4,2020,8,24,96
2020-08-24,Transitional Independent Living (TIL),117,494,23.68,2020,8,24,76.32
2020-08-25,Crisis Shelters,102,258,39.53,2020,8,25,60.47
2020-08-25,Transitional Independent Living (HYA),1,25,4,2020,8,25,96
2020-08-25,Transitional Independent Living (TIL),114,494,23.08,2020,8,25,76.92
2020-08-26,Crisis Shelters,101,258,39.15,2020,8,26,60.85
2020-08-26,Transitional Independent Living (HYA),1,25,4,2020,8,26,96
2020-08-26,Transitional Independent Living (TIL),112,494,22.67,2020,8,26,77.33
2020-08-27,Crisis Shelters,101,258,39.15,2020,8,27,60.85
2020-08-27,Transitional Independent Living (HYA),1,25,4,2020,8,27,96
2020-08-27,Transitional Independent Living (TIL),112,494,22.67,2020,8,27,77.33
2020-08-28,Crisis Shelters,98,258,37.98,2020,8,28,62.02
2020-08-28,Transitional Independent Living (HYA),1,25,4,2020,8,28,96
2020-08-28,Transitional Independent Living (TIL),117,494,23.68,2020,8,28,76.32
2020-08-29,Crisis Shelters,96,258,37.21,2020,8,29,62.79
2020-08-29,Transitional Independent Living (HYA),0,25,0,2020,8,29,100
2020-08-29,Transitional Independent Living (TIL),120,494,24.29,2020,8,29,75.71000000000001
2020-08-30,Crisis Shelters,100,258,38.76,2020,8,30,61.24
2020-08-30,Transitional Independent Living (HYA),0,25,0,2020,8,30,100
2020-08-30,Transitional Independent Living (TIL),121,494,24.49,2020,8,30,75.51
2020-08-31,Crisis Shelters,90,258,34.88,2020,8,31,65.12
2020-08-31,Transitional Independent Living (HYA),0,25,0,2020,8,31,100
2020-08-31,Transitional Independent Living (TIL),120,494,24.29,2020,8,31,75.71000000000001
2020-09-01,Crisis Shelters,88,258,34.11,2020,9,1,65.89
2020-09-01,Transitional Independent Living (HYA),0,25,0,2020,9,1,100
2020-09-01,Transitional Independent Living (TIL),121,494,24.49,2020,9,1,75.51
2020-09-02,Crisis Shelters,93,258,36.05,2020,9,2,63.95
2020-09-02,Transitional Independent Living (HYA),0,25,0,2020,9,2,100
2020-09-02,Transitional Independent Living (TIL),120,494,24.29,2020,9,2,75.71000000000001
2020-09-03,Crisis Shelters,85,258,32.95,2020,9,3,67.05
2020-09-03,Transitional Independent Living (HYA),1,25,4,2020,9,3,96
2020-09-03,Transitional Independent Living (TIL),121,494,24.49,2020,9,3,75.51
2020-09-04,Crisis Shelters,85,258,32.95,2020,9,4,67.05
2020-09-04,Transitional Independent Living (HYA),2,25,8,2020,9,4,92
2020-09-04,Transitional Independent Living (TIL),119,494,24.09,2020,9,4,75.91
2020-09-05,Crisis Shelters,82,258,31.78,2020,9,5,68.22
2020-09-05,Transitional Independent Living (HYA),2,25,8,2020,9,5,92
2020-09-05,Transitional Independent Living (TIL),120,494,24.29,2020,9,5,75.71000000000001
2020-09-06,Crisis Shelters,87,258,33.72,2020,9,6,66.28
2020-09-06,Transitional Independent Living (HYA),2,25,8,2020,9,6,92
2020-09-06,Transitional Independent Living (TIL),119,494,24.09,2020,9,6,75.91
2020-09-07,Crisis Shelters,88,258,34.11,2020,9,7,65.89
2020-09-07,Transitional Independent Living (HYA),1,25,4,2020,9,7,96
2020-09-07,Transitional Independent Living (TIL),117,494,23.68,2020,9,7,76.32
2020-09-08,Crisis Shelters,80,258,31.01,2020,9,8,68.99
2020-09-08,Transitional Independent Living (HYA),1,25,4,2020,9,8,96
2020-09-08,Transitional Independent Living (TIL),119,494,24.09,2020,9,8,75.91
2020-09-09,Crisis Shelters,80,258,31.01,2020,9,9,68.99
2020-09-09,Transitional Independent Living (HYA),1,25,4,2020,9,9,96
2020-09-09,Transitional Independent Living (TIL),119,494,24.09,2020,9,9,75.91
2020-09-10,Crisis Shelters,76,258,29.46,2020,9,10,70.53999999999999
2020-09-10,Transitional Independent Living (HYA),1,25,4,2020,9,10,96
2020-09-10,Transitional Independent Living (TIL),119,494,24.09,2020,9,10,75.91
2020-09-11,Crisis Shelters,74,258,28.68,2020,9,11,71.32
2020-09-11,Transitional Independent Living (HYA),1,25,4,2020,9,11,96
2020-09-11,Transitional Independent Living (TIL),117,494,23.68,2020,9,11,76.32
2020-09-12,Crisis Shelters,70,258,27.13,2020,9,12,72.87
2020-09-12,Transitional Independent Living (HYA),1,25,4,2020,9,12,96
2020-09-12,Transitional Independent Living (TIL),118,494,23.89,2020,9,12,76.11
2020-09-13,Crisis Shelters,73,258,28.29,2020,9,13,71.71000000000001
2020-09-13,Transitional Independent Living (HYA),1,25,4,2020,9,13,96
2020-09-13,Transitional Independent Living (TIL),119,494,24.09,2020,9,13,75.91
2020-09-14,Crisis Shelters,71,258,27.52,2020,9,14,72.48
2020-09-14,Transitional Independent Living (HYA),1,25,4,2020,9,14,96
2020-09-14,Transitional Independent Living (TIL),120,494,24.29,2020,9,14,75.71000000000001
2020-09-15,Crisis Shelters,71,258,27.52,2020,9,15,72.48
2020-09-15,Transitional Independent Living (HYA),1,25,4,2020,9,15,96
2020-09-15,Transitional Independent Living (TIL),121,494,24.49,2020,9,15,75.51
2020-09-16,Crisis Shelters,73,258,28.29,2020,9,16,71.71000000000001
2020-09-16,Transitional Independent Living (HYA),1,25,4,2020,9,16,96
2020-09-16,Transitional Independent Living (TIL),121,494,24.49,2020,9,16,75.51
2020-09-17,Crisis Shelters,76,258,29.46,2020,9,17,70.53999999999999
2020-09-17,Transitional Independent Living (HYA),1,25,4,2020,9,17,96
2020-09-17,Transitional Independent Living (TIL),122,494,24.7,2020,9,17,75.3
2020-09-18,Crisis Shelters,70,258,27.13,2020,9,18,72.87
2020-09-18,Transitional Independent Living (HYA),1,25,4,2020,9,18,96
2020-09-18,Transitional Independent Living (TIL),124,494,25.1,2020,9,18,74.9
2020-09-19,Crisis Shelters,67,258,25.97,2020,9,19,74.03
2020-09-19,Transitional Independent Living (HYA),1,25,4,2020,9,19,96
2020-09-19,Transitional Independent Living (TIL),126,494,25.51,2020,9,19,74.49
2020-09-20,Crisis Shelters,68,258,26.36,2020,9,20,73.64
2020-09-20,Transitional Independent Living (HYA),1,25,4,2020,9,20,96
2020-09-20,Transitional Independent Living (TIL),126,494,25.51,2020,9,20,74.49
2020-09-21,Crisis Shelters,69,258,26.74,2020,9,21,73.26
2020-09-21,Transitional Independent Living (HYA),1,25,4,2020,9,21,96
2020-09-21,Transitional Independent Living (TIL),127,494,25.71,2020,9,21,74.28999999999999
2020-09-22,Crisis Shelters,66,258,25.58,2020,9,22,74.42
2020-09-22,Transitional Independent Living (HYA),2,25,8,2020,9,22,92
2020-09-22,Transitional Independent Living (TIL),128,494,25.91,2020,9,22,74.09
2020-09-23,Crisis Shelters,66,258,25.58,2020,9,23,74.42
2020-09-23,Transitional Independent Living (HYA),1,25,4,2020,9,23,96
2020-09-23,Transitional Independent Living (TIL),125,494,25.3,2020,9,23,74.7
2020-09-24,Crisis Shelters,72,258,27.91,2020,9,24,72.09
2020-09-24,Transitional Independent Living (HYA),1,25,4,2020,9,24,96
2020-09-24,Transitional Independent Living (TIL),121,494,24.49,2020,9,24,75.51
2020-09-25,Crisis Shelters,76,258,29.46,2020,9,25,70.53999999999999
2020-09-25,Transitional Independent Living (HYA),1,25,4,2020,9,25,96
2020-09-25,Transitional Independent Living (TIL),123,494,24.9,2020,9,25,75.1
2020-09-26,Crisis Shelters,79,258,30.62,2020,9,26,69.38
2020-09-26,Transitional Independent Living (HYA),0,25,0,2020,9,26,100
2020-09-26,Transitional Independent Living (TIL),125,494,25.3,2020,9,26,74.7
2020-09-27,Crisis Shelters,77,258,29.84,2020,9,27,70.16
2020-09-27,Transitional Independent Living (HYA),0,25,0,2020,9,27,100
2020-09-27,Transitional Independent Living (TIL),126,494,25.51,2020,9,27,74.49
2020-09-28,Crisis Shelters,75,258,29.07,2020,9,28,70.93
2020-09-28,Transitional Independent Living (HYA),0,25,0,2020,9,28,100
2020-09-28,Transitional Independent Living (TIL),123,494,24.9,2020,9,28,75.1
2020-09-29,Crisis Shelters,76,258,29.46,2020,9,29,70.53999999999999
2020-09-29,Transitional Independent Living (HYA),0,25,0,2020,9,29,100
2020-09-29,Transitional Independent Living (TIL),123,494,24.9,2020,9,29,75.1
2020-09-30,Crisis Shelters,77,258,29.84,2020,9,30,70.16
2020-09-30,Transitional Independent Living (HYA),0,25,0,2020,9,30,100
2020-09-30,Transitional Independent Living (TIL),125,494,25.3,2020,9,30,74.7
